kelas_id,dosen_id,weight,utama
2022163756,205,10,true
2022112317,963,10,true
2022133465,752,10,true
2022147003,1266,10,true
2022146841,1133,10,true
2022157005,1265,10,true
2022121701,752,10,true
2022138393,1181,20,false
2022138393,593,10,true
2022149042,1096,10,true
2022161869,1168,10,true
2022139360,928,20,false
2022159185,919,10,true
2022159185,1380,20,false
2022196851,713,10,true
2022194335,1265,10,true
2022170555,1200,10,true
2024233447,482,20,false
2024233447,922,10,true
2023291990,563,20,false
2024203773,265,10,true
2024203630,2968,20,false
2024203630,955,10,true
2023293757,1533,20,false
2022263163,762,10,true
2022295735,1379,20,false
2022295735,592,10,true
2022200448,860,20,false
2022200448,147,10,true
2022204753,265,10,true
2022204490,552,20,false
2022204490,85,10,true
2022201527,1376,10,true
2022201527,587,20,false
2022297405,1233,20,false
2022297405,370,10,true
2022271051,763,10,true
2022271051,1108,20,false
2024233451,683,10,true
2024236919,283,10,true
2022253190,1169,10,true
2022203858,1423,10,true
2024216533,533,10,true
2024216547,569,10,true
2024216534,782,10,true
2024216548,710,10,true
2022209714,437,10,true
2024216535,1423,10,true
2024216549,283,10,true
2024216573,527,20,false
2024216573,1265,10,true
2022200245,533,10,true
2022255313,782,10,true
2022250020,905,20,false
2022250020,922,10,true
2022291625,337,10,true
2022272288,713,10,true
2022250342,1363,20,false
2022250342,337,10,true
2024216539,437,10,true
2024216553,1259,10,true
2024216571,928,20,false
2024216571,208,10,true
2022202192,1169,10,true
2022276685,684,10,true
2022289143,594,10,true
2022223535,1743,20,false
2022223535,569,10,true
2022281021,1265,10,true
2022255063,4637,10,true
2022212985,930,10,true
2022275130,4637,10,true
2022250700,1803,20,false
2022250700,437,10,true
2022288482,282,10,true
2022269727,283,10,true
2022223868,393,10,true
2022218567,400,10,true
2022215129,1168,20,false
2022215129,426,10,true
2022261006,949,20,false
2022261006,782,10,true
2022291025,713,20,false
2022291025,430,10,true
2022260381,1265,20,false
2022260381,891,10,true
2022260696,207,10,true
2024216540,594,10,true
2024216543,403,10,true
2024216554,3040,20,false
2024216554,1266,10,true
2024216561,928,10,true
2022291737,1259,10,true
2022274755,569,20,false
2022274755,882,10,true
2024233453,400,20,false
2024233453,543,10,true
2024216541,684,10,true
2024216581,644,20,false
2024216581,400,10,true
2022275973,949,10,true
2024216555,644,10,true
2024216559,475,10,true
2022285687,956,10,true
2022243034,2825,20,false
2022243034,1266,10,true
2024216560,4637,10,true
2024216565,1803,20,false
2024216565,563,10,true
2022282846,963,20,false
2022282846,798,10,true
2022269464,712,10,true
2022276498,554,10,true
2022288463,1743,20,false
2022288463,282,10,true
2022248421,1093,10,true
2022235291,963,10,true
2022266775,922,20,false
2022209379,710,10,true
2022275380,1363,10,true
2022280757,205,10,true
2022246591,794,10,true
2022267133,335,10,true
2022256220,543,10,true
2022265371,594,10,true
2022291120,2825,20,false
2022291120,712,10,true
2022254197,225,20,false
2022254197,475,10,true
2022255026,426,10,true
2022295770,1423,10,true
2022298802,684,10,true
2022223910,882,10,true
2022246877,1168,20,false
2022246877,882,10,true
2022268198,563,10,true
2022276744,437,10,true
2022242328,284,10,true
2022258429,403,10,true
2022214772,1070,10,true
2022232429,882,20,false
2022232429,683,10,true
2022278208,1255,20,false
2022278208,713,10,true
2022287289,282,10,true
2022241432,403,10,true
2022239227,1260,10,true
2022215254,545,10,true
2022268648,430,10,true
2022250791,713,10,true
2022280336,533,10,true
2022279570,644,20,false
2022279570,336,10,true
2022277644,336,10,true
2022266775,772,10,true
2022233994,963,20,false
2022233994,287,10,true
2022279615,1096,20,false
2022279615,545,10,true
2022295160,1255,20,false
2022295160,545,10,true
2022206528,593,10,true
2022259975,563,10,true
2022230087,283,10,true
2022259595,1260,10,true
2022229894,949,10,true
2022278497,1265,20,false
2022278497,533,10,true
2022253012,569,10,true
2022219092,772,10,true
2022290463,905,10,true
2022296149,644,10,true
2022243544,207,10,true
2022223327,1259,20,false
2022223327,798,10,true
2022264126,1423,20,false
2022264126,430,10,true
2022283686,1133,20,false
2022283686,475,10,true
2022277639,475,10,true
2022233437,1133,10,true
2022230380,393,10,true
2022249965,1181,20,false
2022249965,225,10,true
2022282913,1423,10,true
2022242420,1259,10,true
2022237484,207,10,true
2022238749,905,10,true
2022251632,1266,10,true
2022291328,2825,20,false
2022291328,225,10,true
2022299254,896,20,false
2022299254,284,10,true
2022263041,1093,10,true
2022299524,752,10,true
2022285175,1266,20,false
2022285175,482,10,true
2022245436,930,20,false
2022245436,1423,30,false
2022245436,400,10,true
2022246020,1777,20,false
2022246020,891,10,true
2022205952,1070,10,true
2024216473,1803,10,true
2024222421,207,10,true
2024216474,949,10,true
2024216475,1260,10,true
2024216476,337,10,true
2024216477,1743,10,true
2024216563,713,10,true
2024216478,922,10,true
2024216479,1363,20,false
2024216479,963,10,true
2024216480,1519,20,false
2024216480,1260,10,true
2024216484,1266,10,true
2024244605,882,10,true
2024216501,430,10,true
2022206225,772,20,false
2022206225,683,10,true
2022287196,1181,20,false
2022287196,225,10,true
2024233645,284,10,true
2022273008,1803,10,true
2022292810,4637,10,true
2024244659,1133,10,true
2024244665,930,10,true
2022225044,928,20,false
2022225044,208,10,true
2022267398,1133,20,false
2022267398,287,10,true
2022253832,922,10,true
2024216481,1181,10,true
2022233170,208,10,true
2022285354,1070,10,true
2022243544,1803,20,false
2022237732,441,10,true
2022283156,782,20,false
2022283156,684,30,false
2022283156,441,10,true
2022254034,798,20,false
2022254034,441,10,true
2024216482,1423,10,true
2024216483,4637,10,true
2024221829,1108,20,false
2024216485,928,10,true
2022237770,1379,20,false
2022237770,1660,40,false
2022237770,1200,10,true
2022231700,1108,20,false
2022231700,265,10,true
2024216486,1803,10,true
2024216490,533,10,true
2024222639,4662,20,false
2024222639,762,10,true
2024216487,1519,20,false
2024216487,1070,10,true
2024216488,752,20,false
2024216488,1168,10,true
2024244644,644,10,true
2024216489,1168,20,false
2024216489,752,10,true
2024216491,1266,10,true
2024216496,1260,10,true
2024216499,1133,10,true
2024216492,949,10,true
2022271639,930,10,true
2024216493,1363,20,false
2024216493,963,10,true
2024216494,208,10,true
2024216495,1348,20,false
2024216495,928,10,true
2024216497,1070,10,true
2024216498,475,10,true
2024216500,1777,10,true
2024221041,1169,10,true
2024220685,905,10,true
2024233455,400,20,false
2024233455,684,30,false
2024233455,441,10,true
2024216502,1093,10,true
2024216650,335,10,true
2024216681,282,10,true
2024216567,2825,20,false
2024216567,1266,10,true
2024216503,1255,10,true
2024233457,1259,10,true
2024244657,949,10,true
2024216504,1259,10,true
2024233459,891,10,true
2024216505,882,10,true
2024233461,794,20,false
2024233461,527,30,false
2024221037,1093,10,true
2024221038,1181,10,true
2024233463,545,10,true
2024233463,441,20,false
2024233463,644,30,false
2024233649,563,10,true
2024221039,1519,20,false
2024221039,1260,10,true
2024233648,569,10,true
2024233334,205,10,true
2024221040,930,10,true
2022240627,2809,30,false
2022240627,952,10,true
2022251825,1363,10,true
2022209672,593,10,true
2024233651,712,10,true
2024234739,205,10,true
2024233653,335,10,true
2024233655,437,10,true
2022268948,1266,20,false
2022268948,403,10,true
2024233657,426,10,true
2024234712,928,10,true
2022217168,644,10,true
2022273504,1096,10,true
2024233103,928,10,true
2022205952,426,20,false
2022283405,1675,20,false
2022283405,1517,30,false
2022283405,311,10,true
2024233345,426,10,true
2024244662,337,10,true
2024234743,426,10,true
2024203679,1108,20,false
2024203679,763,10,true
2024203780,1379,20,false
2024203780,1200,10,true
2024203780,1660,30,false
2024203680,952,10,true
2024203681,265,10,true
2024203633,952,10,true
2024203779,919,10,true
2024203634,1200,10,true
2024203628,919,20,false
2024203628,1200,10,true
2024200072,762,20,false
2024203778,952,10,true
2024203766,525,10,true
2024203767,1514,10,true
2024203768,592,10,true
2024203769,1380,10,true
2024200072,395,10,true
2024203641,1379,20,false
2024203641,395,10,true
2024200073,1431,20,false
2024200073,1660,10,true
2024204343,763,20,false
2024204343,368,10,true
2024203774,2801,20,false
2024203774,525,10,true
2024203775,1108,20,false
2024203775,431,10,true
2024200408,1660,10,true
2024200074,592,10,true
2024222655,284,10,true
2024203771,2801,10,true
2024203676,552,20,false
2024203676,395,10,true
2024203678,1200,20,false
2024203678,919,10,true
2024203675,552,10,true
2024203772,952,10,true
2024203688,1380,20,false
2024203688,919,10,true
2024204345,265,10,true
2024203684,1379,10,true
2024204221,1222,20,false
2024204221,587,10,true
2024204344,762,10,true
2024200410,1533,20,false
2024203686,311,20,false
2024203686,888,10,true
2024204222,1222,20,false
2024204222,1379,10,true
2024203770,1533,20,false
2024216569,282,20,false
2024216569,283,10,true
2024216631,798,10,true
2024216639,1777,20,false
2024216639,794,10,true
2024234692,922,10,true
2024233659,1169,10,true
2024244664,1255,10,true
2024216577,569,10,true
2024216587,1743,20,false
2024216587,563,10,true
2024233817,1108,20,false
2024233817,763,10,true
2024216671,1181,10,true
2024233667,336,20,false
2024233667,882,30,false
2024233667,569,10,true
2024233080,713,10,true
2024234693,1743,10,true
2024243395,560,40,false
2024234694,437,10,true
2024216585,285,10,true
2024216623,3048,20,false
2024216623,1096,10,true
2024216586,644,10,true
2024234695,337,10,true
2024216591,282,10,true
2024216597,956,10,true
2024216605,1133,10,true
2024216610,683,10,true
2024233669,1093,20,false
2024233669,1743,10,true
2024234696,403,10,true
2023264590,905,10,true
2024243395,543,10,true
2023250970,905,10,true
2024216641,475,10,true
2024216646,284,10,true
2024216592,554,10,true
2024216641,1133,20,false
2024233671,284,20,false
2024233671,393,10,true
2024233031,922,10,true
2024233044,1743,10,true
2024233045,437,10,true
2024216593,430,10,true
2024216598,712,10,true
2024216619,3040,20,false
2024216619,922,10,true
2024236921,1260,10,true
2024233673,896,10,true
2024216599,1265,10,true
2024233055,337,10,true
2024234697,400,10,true
2024233059,403,10,true
2024234698,713,10,true
2024216603,930,10,true
2024216689,905,10,true
2024216675,1348,20,false
2024216675,683,10,true
2024216604,882,10,true
2024233675,683,10,true
2024250721,1200,20,false
2024250721,1431,10,true
2024250823,1108,20,false
2024250823,265,10,true
2024216609,2825,20,false
2024216609,207,10,true
2024216653,545,10,true
2024233079,400,10,true
2024232019,1376,30,false
2024233677,1686,10,true
2024216611,1259,10,true
2024234707,1423,10,true
2024216615,437,20,false
2024216615,403,30,false
2024216615,563,10,true
2024234722,782,20,false
2024234722,1423,10,true
2024234721,928,10,true
2024216613,713,10,true
2024216617,207,20,false
2024216617,336,30,false
2024216617,882,10,true
2024216629,1348,10,true
2024233081,208,10,true
2024216621,554,10,true
2024216627,1686,20,false
2024216627,593,10,true
2024216685,430,60,false
2024216685,3051,70,false
2024231997,1376,20,false
2024233082,1348,10,true
2024234699,208,10,true
2024216625,1255,20,false
2024216625,3048,30,false
2024216625,545,10,true
2024231991,2672,20,false
2024233083,475,10,true
2024216633,400,20,false
2024216633,684,30,false
2024216633,594,10,true
2024234700,1348,10,true
2024233679,684,20,false
2024233679,543,10,true
2024234701,475,10,true
2024216635,287,20,false
2024216635,543,10,true
2024234708,1743,10,true
2024216529,4637,10,true
2024233084,4637,10,true
2024234702,4637,10,true
2024234704,1266,10,true
2024234706,1070,10,true
2024216637,400,20,false
2024216637,543,30,false
2024216637,3051,40,false
2024216637,205,10,true
2024216643,543,20,false
2024216643,335,10,true
2024216679,205,20,false
2024216679,3051,30,false
2024216679,543,10,true
2024200092,426,10,true
2024216647,1803,20,false
2024216647,563,10,true
2024234705,644,10,true
2024234724,1181,10,true
2024216656,426,20,false
2024216656,393,10,true
2024233090,1266,10,true
2024233099,1743,10,true
2024216687,905,10,true
2024233091,644,10,true
2024234710,3051,10,true
2024216524,337,10,true
2024216525,1743,10,true
2024216661,905,10,true
2024216677,283,10,true
2024216685,1259,20,false
2024216685,1423,30,false
2024216685,930,40,false
2024216685,798,50,false
2024216685,782,10,true
2024233092,1070,10,true
2024234723,1093,10,true
2024216526,922,10,true
2024216663,905,10,true
2024216665,336,20,false
2024216665,1743,10,true
2024233093,1423,10,true
2024234793,882,10,true
2024216527,1181,10,true
2024233101,3051,10,true
2024216669,752,10,true
2024234714,1260,10,true
2024216528,1423,10,true
2024233229,594,10,true
2024234715,594,10,true
2024216683,205,20,false
2024216683,3051,30,false
2024216683,543,10,true
2024233681,794,20,false
2024233681,527,30,false
2024233681,798,10,true
2024234716,891,10,true
2024234717,3048,20,false
2024234717,710,10,true
2024233228,1260,10,true
2024233230,891,10,true
2024233272,1265,10,true
2024234718,1265,10,true
2024233683,563,30,false
2024234719,3040,20,false
2024233683,1255,20,false
2024233683,527,40,false
2024233683,543,10,true
2024234720,533,10,true
2024233231,3048,20,false
2024234725,1519,10,true
2022207602,2748,20,false
2022207602,297,10,true
2024233231,710,10,true
2024234728,1363,10,true
2024233277,1093,10,true
2024233287,1519,10,true
2024233365,1255,10,true
2024234729,1168,10,true
2024234730,782,10,true
2024234731,533,10,true
2024234733,1519,10,true
2024233273,3040,20,false
2024233336,2825,10,true
2024233363,963,10,true
2024233274,533,10,true
2024233281,1181,10,true
2024234734,430,10,true
2024234738,3040,10,true
2024250835,297,20,false
2024250835,552,10,true
2024234735,1777,10,true
2024250837,1108,20,false
2024250837,265,10,true
2024233275,928,10,true
2024234736,284,10,true
2024233276,1423,10,true
2024233308,430,10,true
2024234737,393,10,true
2024233276,782,20,false
2024233309,1777,10,true
2024233326,393,10,true
2024234740,1181,10,true
2024233290,1363,10,true
2024233291,1168,10,true
2024234741,2825,10,true
2024233301,782,10,true
2024233302,533,10,true
2024234794,1255,10,true
2024234795,1803,10,true
2024233307,1519,10,true
2024233317,284,10,true
2024233489,2825,10,true
2024233491,1686,10,true
2024233327,3040,10,true
2024233335,1181,10,true
2024233356,1259,10,true
2024233364,882,10,true
2024233457,1262,20,false
2024221833,1533,20,false
2024221833,796,30,false
2024233473,1803,10,true
2024233493,594,10,true
2024251349,1107,20,false
2024251349,952,10,true
2024251307,955,10,true
2024251307,1233,20,false
2024251309,980,20,false
2024251309,989,30,false
2024251309,1660,10,true
2024251353,919,10,true
2024251352,552,10,true
2024243325,284,10,true
2024251311,1379,20,false
2024251311,1660,30,false
2024251311,1200,10,true
2024251313,1533,20,false
2024251313,638,10,true
2024250995,1200,10,true
2024203674,4662,10,true
2024251319,265,10,true
2024251319,1108,20,false
2024251321,1108,20,false
2024251321,265,10,true
2024251323,368,10,true
2024250839,919,20,false
2024250839,1200,10,true
2024251325,796,20,true
2024250994,1376,20,false
2024250994,525,10,true
2024251345,919,10,true
2024251339,1379,10,true
2024250833,980,10,true
2024251331,952,10,true
2024251344,395,10,true
2024251347,1200,20,false
2024251347,919,10,true
2024203770,638,10,true
2024200410,638,10,true
2024233461,1265,10,true
2024251335,1376,20,false
2024251335,587,10,true
2024251337,395,20,false
2024251337,888,30,false
2024251337,1517,40,false
2024251337,311,10,true
2024232007,1376,20,false
2024232007,297,10,true
2024232016,297,10,true
2024232016,952,20,false
2024251067,1514,20,false
2024251067,796,30,false
2024251067,952,10,true
2024220675,594,10,true
2024232022,552,10,true
2024232022,1376,20,false
2024232023,952,10,true
2024233085,430,10,true
2024234703,430,10,true
2024220669,207,10,true
2023105339,395,10,true
2024220670,3040,20,false
