kelas_id,mata_kuliah_id,tahun,semester,no_kelas,no_ps
2021157829,40276,2021,1,3,102
2021123492,40545,2021,1,16,102
2021191401,40545,2021,1,25,102
2021182017,40128,2021,1,3,102
2021162789,40545,2021,1,30,102
2021151070,40546,2021,1,15,102
2021188864,40545,2021,1,27,102
2021130475,40265,2021,1,2,102
2021126198,40545,2021,1,36,102
2021116864,40265,2021,1,3,102
2021130375,40130,2021,1,2,102
2021183969,40545,2021,1,7,102
2021191326,40546,2021,1,5,102
2021164027,40273,2021,1,1,102
2021146571,40263,2021,1,3,102
2021195133,40316,2021,1,1,102
2021196593,40319,2021,1,1,102
2021147013,40264,2021,1,3,102
2021192372,40273,2021,1,2,102
2021155578,40262,2021,1,2,102
2021159967,40546,2021,1,6,102
2021131387,40272,2021,1,1,102
2021169767,40278,2021,1,1,102
2021170376,39164,2021,1,1,230
2021137968,39172,2021,1,1,230
2021273563,40547,2021,2,45,102
2021254065,40133,2021,2,3,102
2021293682,40133,2021,2,2,102
2021278697,40267,2021,2,3,102
2021267660,40269,2021,2,2,102
2021211955,40270,2021,2,2,102
2021226623,40267,2021,2,2,102
2021220844,40269,2021,2,3,102
2021259232,40289,2021,2,2,102
2021236604,40268,2021,2,3,102
2021260726,40276,2021,2,2,102
2021216267,40270,2021,2,3,102
2021261458,40136,2021,2,3,102
2021111054,39175,2021,1,1,230
2021295316,40547,2021,2,6,102
2021250774,40547,2021,2,5,102
2021225344,40547,2021,2,3,102
2021204800,40547,2021,2,2,102
2021281891,40547,2021,2,11,102
2021216008,40547,2021,2,19,102
2021252478,40547,2021,2,18,102
2021224175,40547,2021,2,12,102
2021232216,40547,2021,2,33,102
2021291722,40547,2021,2,34,102
2021202077,40547,2021,2,38,102
2021244302,40547,2021,2,36,102
2021296391,40547,2021,2,20,102
2021296186,40547,2021,2,41,102
2021268073,40547,2021,2,25,102
2021220034,40547,2021,2,44,102
2021294561,40547,2021,2,30,102
2021287153,40547,2021,2,26,102
2021247511,40547,2021,2,22,102
2021256718,40547,2021,2,16,102
2021269110,40548,2021,2,2,102
2021264175,40548,2021,2,9,102
2021268893,40548,2021,2,8,102
2021297552,40548,2021,2,11,102
2021257600,39168,2021,2,1,230
2021282422,39174,2021,2,1,230
2021158453,40545,2021,1,13,102
2021208482,39545,2021,2,1,230
2021284548,39187,2021,2,1,230
2021247310,39199,2021,2,1,230
2021294962,39166,2021,2,1,230
2021214197,39169,2021,2,1,230
2021285890,39167,2021,2,2,230
2021207278,39171,2021,2,1,230
2021103910,40547,2021,1,2,102
2021187368,40546,2021,1,11,102
2021130125,40546,2021,1,7,102
2021187465,40272,2021,1,2,102
2021117133,40545,2021,1,15,102
2021191465,40545,2021,1,33,102
2021190072,40546,2021,1,3,102
2021124387,40545,2021,1,18,102
2021263911,40545,2021,2,1,102
2021168770,40545,2021,1,37,102
2021143873,40262,2021,1,1,102
2021148388,40128,2021,1,1,102
2021186654,40545,2021,1,38,102
2021172417,40545,2021,1,31,102
2021154602,40546,2021,1,12,102
2021182483,40265,2021,1,1,102
2021191711,40545,2021,1,12,102
2021166917,40545,2021,1,1,102
2021132587,40291,2021,1,1,102
2021183009,40283,2021,1,1,102
2021111396,40545,2021,1,4,102
2021108439,40545,2021,1,40,102
2021181167,40130,2021,1,1,102
2021187817,40546,2021,1,9,102
2021136561,40546,2021,1,2,102
2021101905,39169,2021,1,1,230
2021178918,40271,2021,1,2,102
2021128131,40546,2021,1,10,102
2021129931,39168,2021,1,1,230
2021192967,40131,2021,1,1,102
2021137939,40545,2021,1,20,102
2021136718,40295,2021,1,1,102
2021144788,40281,2021,1,1,102
2021170668,40130,2021,1,3,102
2021129652,40545,2021,1,29,102
2021114118,39184,2021,1,1,230
2021124016,40264,2021,1,2,102
2021150077,40262,2021,1,3,102
2021164218,40275,2021,1,2,102
2021207423,40276,2021,2,1,102
2021151994,40545,2021,1,3,102
2021149988,40545,2021,1,8,102
2021169862,40277,2021,1,1,102
2021278360,40286,2021,2,1,102
2021217995,40267,2021,2,1,102
2021274542,39193,2021,2,1,230
2021288750,39180,2021,2,2,230
2021214193,40307,2021,2,1,102
2022108438,40545,2022,1,7,102
2022200245,40132,2022,2,1,102
2022253190,40132,2022,2,3,102
2022255313,40132,2022,2,2,102
2022209714,40133,2022,2,1,102
2022276685,40133,2022,2,2,102
2022289143,40133,2022,2,3,102
2022226537,39169,2022,2,1,230
2022258725,39171,2022,2,1,230
2022240627,39168,2022,2,1,230
2022262945,39174,2022,2,1,230
2022246877,40547,2022,2,24,102
2022260696,40547,2022,2,9,102
2022288482,40547,2022,2,4,102
2022231700,39167,2022,2,1,230
2022225044,40547,2022,2,8,102
2022223868,40547,2022,2,5,102
2022292810,40547,2022,2,39,102
2022254197,40547,2022,2,17,102
2022250020,40547,2022,2,1,102
2022215129,40547,2022,2,7,102
2022253832,40547,2022,2,14,102
2022261006,40547,2022,2,10,102
2022268648,40547,2022,2,21,102
2022215254,40547,2022,2,19,102
2022291025,40547,2022,2,11,102
2022202192,40547,2022,2,2,102
2022250342,40547,2022,2,3,102
2022233258,39167,2022,2,2,230
2022255026,40547,2022,2,18,102
2022248421,40547,2022,2,23,102
2022233994,40547,2022,2,27,102
2022291120,40547,2022,2,16,102
2022267398,40547,2022,2,13,102
2022297405,39201,2022,2,1,230
2022259975,40547,2022,2,31,102
2022232429,40547,2022,2,30,102
2022275380,40547,2022,2,40,102
2022251632,40548,2022,2,5,102
2022243544,40547,2022,2,35,102
2022200448,39176,2022,2,1,230
2022287196,40547,2022,2,41,102
2022268948,40548,2022,2,1,102
2022217168,40548,2022,2,3,102
2022263041,40548,2022,2,10,102
2022233170,40548,2022,2,4,102
2022223535,40134,2022,2,2,102
2022209672,40134,2022,2,3,102
2022299254,40548,2022,2,8,102
2022205952,40548,2022,2,15,102
2022271639,40548,2022,2,13,102
2022281021,40135,2022,2,1,102
2022182409,39174,2022,1,1,230
2022291625,40134,2022,2,1,102
2022272288,40305,2022,2,1,102
2022269727,43734,2022,2,1,102
2022260381,40297,2022,2,1,102
2022276498,40268,2022,2,2,102
2022295770,40268,2022,2,3,102
2022223910,40270,2022,2,1,102
2022212985,40136,2022,2,2,102
2022275130,40136,2022,2,3,102
2022123925,40129,2022,1,2,102
2022198593,40129,2022,1,3,102
2022285687,40267,2022,2,1,102
2022254034,40268,2022,2,1,102
2022250700,40280,2022,2,1,102
2022283156,40286,2022,2,1,102
2022250791,40308,2022,2,1,102
2022276744,40273,2022,2,2,102
2022273504,40279,2022,2,1,102
2022287289,40269,2022,2,1,102
2022241432,40269,2022,2,2,102
2022298802,40269,2022,2,3,102
2022219092,40271,2022,2,1,102
2022230380,40273,2022,2,1,102
2022280336,40307,2022,2,1,102
2022279615,40311,2022,2,1,102
2022246591,40272,2022,2,1,102
2022279570,40282,2022,2,1,102
2022266775,40294,2022,2,1,102
2022230087,40318,2022,2,1,102
2022268198,40271,2022,2,2,102
2022156005,40128,2022,1,2,102
2022117169,40130,2022,1,1,102
2022143969,40128,2022,1,3,102
2022195877,40264,2022,1,1,102
2022119383,40264,2022,1,2,102
2022295160,40312,2022,2,1,102
2022165344,40130,2022,1,2,102
2022153635,40130,2022,1,3,102
2022159272,40277,2022,1,1,102
2022116939,40131,2022,1,1,102
2022122164,40131,2022,1,3,102
2022175352,40319,2022,1,1,102
2022145013,40271,2022,1,2,102
2022172880,40271,2022,1,1,102
2022190502,40131,2022,1,2,102
2022140711,40285,2022,1,1,102
2022196495,40273,2022,1,1,102
2022193310,40273,2022,1,2,102
2022142185,40275,2022,1,1,102
2022193081,40295,2022,1,1,102
2022121898,40275,2022,1,2,102
2022111877,40272,2022,1,1,102
2022159976,40276,2022,1,1,102
2022206528,40317,2022,2,1,102
2022223327,40289,2022,2,1,102
2022283686,40302,2022,2,1,102
2022283405,39189,2022,2,1,230
2022106127,40298,2022,1,1,102
2022108145,40272,2022,1,2,102
2022174253,40276,2022,1,2,102
2022168037,40327,2022,1,1,102
2022167248,40279,2022,1,1,102
2022149073,40262,2022,1,2,102
2022132075,40306,2022,1,1,102
2022193358,40262,2022,1,3,102
2022121543,40262,2022,1,1,102
2022267133,40275,2022,2,1,102
2022238749,40277,2022,2,1,102
2022274755,40320,2022,2,1,102
2022135286,40291,2022,1,1,102
2022109222,40274,2022,1,1,102
2022186144,40265,2022,1,1,102
2022104851,40281,2022,1,1,102
2022103169,40263,2022,1,1,102
2022125393,40313,2022,1,1,102
2022114409,40263,2022,1,2,102
2022242328,40275,2022,2,2,102
2022144796,40310,2022,1,1,102
2022151200,40265,2022,1,2,102
2022188871,40293,2022,1,1,102
2022290463,40274,2022,2,1,102
2022291737,40276,2022,2,2,102
2022245436,40292,2022,2,1,102
2022246020,40304,2022,2,1,102
2022285175,40296,2022,2,1,102
2022177019,40546,2022,1,4,102
2022179765,40546,2022,1,6,102
2022163756,40546,2022,1,9,102
2022147003,40546,2022,1,12,102
2022106535,40546,2022,1,5,102
2022118155,40546,2022,1,7,102
2022112317,40546,2022,1,10,102
2022123758,40545,2022,1,3,102
2022159577,40545,2022,1,12,102
2022179854,40545,2022,1,19,102
2022164236,40545,2022,1,32,102
2022111053,40545,2022,1,44,102
2022161434,40545,2022,1,45,102
2022154530,40545,2022,1,6,102
2022182365,40545,2022,1,41,102
2022177340,40545,2022,1,5,102
2022152624,40545,2022,1,13,102
2022139360,40545,2022,1,24,102
2022123466,40545,2022,1,17,102
2022146079,40545,2022,1,10,102
2022150985,40545,2022,1,14,102
2022180991,40545,2022,1,23,102
2022176192,40545,2022,1,34,102
2022161869,40545,2022,1,9,102
2022102515,40545,2022,1,20,102
2022158488,39547,2022,1,1,230
2022182263,39177,2022,1,1,230
2022188824,40545,2022,1,35,102
2022184212,40545,2022,1,36,102
2022183006,40545,2022,1,15,102
2022192574,40545,2022,1,38,102
2022160077,39168,2022,1,1,230
2022129841,39181,2022,1,1,230
2022166405,39181,2022,1,2,230
2022199039,39172,2022,1,1,230
2022116856,39164,2022,1,1,230
2022131430,40545,2022,1,30,102
2022143058,40545,2022,1,33,102
2022117493,40545,2022,1,18,102
2022104860,40545,2022,1,11,102
2022173924,39186,2022,1,1,230
2022180631,40545,2022,1,37,102
2022117516,40545,2022,1,42,102
2022118745,39191,2022,1,1,230
2022188461,40545,2022,1,25,102
2022113414,40545,2022,1,8,102
2022135179,40545,2022,1,22,102
2021291445,40318,2021,2,1,102
2021225410,40292,2021,2,1,102
2021234605,40305,2021,2,1,102
2021282564,40274,2021,2,1,102
2021236657,40269,2021,2,1,102
2021268477,40132,2021,2,3,102
2021233283,40547,2021,2,40,102
2021208608,40312,2021,2,1,102
2021222689,40270,2021,2,1,102
2021218127,40271,2021,2,1,102
2021273237,40548,2021,2,12,102
2021244899,40273,2021,2,1,102
2021205790,40547,2021,2,1,102
2021286915,40547,2021,2,13,102
2021206932,40132,2021,2,2,102
2021224042,40547,2021,2,31,102
2021205934,40271,2021,2,2,102
2021274608,40277,2021,2,1,102
2021297967,39166,2021,2,2,230
2021246380,40547,2021,2,42,102
2021217196,40302,2021,2,1,102
2021273043,40282,2021,2,1,102
2021251092,40133,2021,2,1,102
2021234667,40548,2021,2,5,102
2021260380,40547,2021,2,9,102
2021290462,40547,2021,2,28,102
2021269155,40547,2021,2,4,102
2021248269,40548,2021,2,13,102
2021287574,40547,2021,2,10,102
2021281695,40273,2021,2,2,102
2021256805,40547,2021,2,32,102
2021221569,40132,2021,2,1,102
2021246493,40547,2021,2,29,102
2021260111,40547,2021,2,43,102
2021210908,40548,2021,2,10,102
2021231492,40548,2021,2,14,102
2021250903,40547,2021,2,21,102
2021209760,40547,2021,2,7,102
2021281097,40134,2021,2,1,102
2021259033,40547,2021,2,17,102
2022138393,40547,2022,1,1,102
2022131280,40545,2022,1,39,102
2022199997,40314,2022,1,1,102
2022106332,40546,2022,1,2,102
2022110150,40545,2022,1,2,102
2021244991,43734,2021,2,1,102
2021222647,40547,2021,2,37,102
2021231707,40547,2021,2,39,102
2021262424,40280,2021,2,1,102
2021283768,40136,2021,2,1,102
2021203983,40134,2021,2,2,102
2021292819,40268,2021,2,2,102
2021240054,40547,2021,2,27,102
2021201444,40547,2021,2,23,102
2021287998,40275,2021,2,2,102
2021257991,40547,2021,2,14,102
2021244605,40134,2021,2,3,102
2021273986,40275,2021,2,1,102
2021239459,40547,2021,2,24,102
2021254357,40136,2021,2,2,102
2021207032,40548,2021,2,1,102
2021219872,40547,2021,2,8,102
2021281509,39201,2021,2,1,230
2021213445,39547,2021,2,1,230
2021241227,40317,2021,2,1,102
2022141155,39164,2022,1,2,230
2021229754,39167,2021,2,1,230
2021275598,40548,2021,2,7,102
2021272922,40548,2021,2,3,102
2021285891,40548,2021,2,6,102
2021267000,39185,2021,2,1,230
2021251210,40548,2021,2,15,102
2021233716,40135,2021,2,3,102
2021270202,40135,2021,2,1,102
2021296385,40547,2021,2,15,102
2021203435,40547,2021,2,35,102
2021217337,40548,2021,2,16,102
2021269907,40135,2021,2,2,102
2021222267,39180,2021,2,1,230
2022172752,40545,2022,1,1,102
2022107638,39198,2022,1,1,230
2022149042,40547,2022,1,2,102
2022159185,39648,2022,1,1,230
2022196851,40348,2022,1,2,102
2022242420,40547,2022,2,45,102
2022282913,40547,2022,2,44,102
2022291328,40548,2022,2,6,102
2022258429,40548,2022,2,7,102
2022271051,39187,2022,2,1,230
2022237770,39185,2022,2,1,230
2022295735,39193,2022,2,1,230
2022146841,40546,2022,1,13,102
2022122357,40545,2022,1,31,102
2022185500,40545,2022,1,26,102
2022184371,40545,2022,1,43,102
2022157005,40546,2022,1,14,102
2022179227,39165,2022,1,1,230
2022194335,40545,2022,1,47,102
2024251575,47556,2025,2,2,102
2024234701,47556,2025,1,10,102
2022103511,40545,2022,1,40,102
2022192131,40264,2022,1,3,102
2024234709,47556,2025,1,18,102
2022130694,40545,2022,1,16,102
2022195683,40129,2022,1,1,102
2022121701,40546,2022,1,15,102
2022133465,40546,2022,1,11,102
2022113905,40283,2022,1,1,102
2022164732,40303,2022,1,1,102
2022150670,40545,2022,1,21,102
2022146321,40545,2022,1,29,102
2022170464,40316,2022,1,1,102
2022140021,40546,2022,1,1,102
2022156859,40546,2022,1,8,102
2024234725,47556,2025,1,34,102
2022149484,40545,2022,1,46,102
2022150023,40545,2022,1,28,102
2022237732,40547,2022,2,46,102
2022116032,40546,2022,1,3,102
2022204753,39180,2022,2,2,230
2024216525,47215,2024,2,2,102
2022193223,40348,2022,1,1,102
2022129676,40545,2022,1,4,102
2024216474,47108,2024,2,2,102
2022278208,40547,2022,2,15,102
2022288463,40547,2022,2,22,102
2022278497,40547,2022,2,34,102
2022296149,40548,2022,2,9,102
2024220676,47106,2024,2,5,102
2024220657,47108,2024,2,35,102
2024220685,47108,2024,2,38,102
2022251825,40349,2022,2,2,102
2022192762,39175,2022,1,1,230
2022160153,39171,2022,1,1,230
2022180301,39170,2022,1,1,230
2022155163,39173,2022,1,1,230
2022170555,39169,2022,1,1,230
2022229894,40547,2022,2,33,102
2024216687,40274,2024,2,1,102
2024214835,48686,2024,2,1,230
2024216627,47154,2024,2,1,102
2024222421,47556,2024,2,1,102
2024234742,47556,2025,1,51,102
2024236865,48837,2025,1,1,230
2023226627,40349,2023,2,2,102
2024236867,49003,2025,1,1,230
2024236871,52609,2025,1,1,230
2024236873,52609,2025,1,2,230
2024236875,52610,2025,1,1,230
2024246599,47575,2025,2,10,102
2024236919,47114,2025,1,1,102
2024236921,47170,2025,1,1,102
2024221811,52608,2024,2,4,230
2024248368,47108,2025,2,37,102
2024248925,47556,2025,2,1,102
2023163090,40129,2023,1,2,102
2023147526,40129,2023,1,3,102
2023183648,40285,2023,1,1,102
2023104205,40262,2023,1,2,102
2023110015,40262,2023,1,3,102
2023135970,40264,2023,1,1,102
2024246218,47215,2025,2,1,102
2023249166,40547,2023,2,7,102
2023113382,40129,2023,1,1,102
2023162231,40128,2023,1,1,102
2024233673,47227,2025,1,1,102
2023164938,40545,2023,1,4,102
2023211568,40547,2023,2,30,102
2024222639,48685,2024,2,1,230
2024216547,47136,2024,2,1,102
2024222655,47162,2024,2,4,102
2023246614,39186,2023,2,1,230
2022207602,39165,2022,2,1,230
2024221829,48743,2024,2,2,230
2023253337,40312,2023,2,1,102
2023260558,40547,2023,2,5,102
2024214833,49025,2024,2,1,230
2024214841,52608,2024,2,1,230
2024231979,51513,2025,1,1,230
2024231984,48685,2025,1,1,230
2024231985,48685,2025,1,2,230
2024231988,48682,2025,1,1,230
2024231989,48682,2025,1,2,230
2024231993,48933,2025,1,1,230
2024232015,52608,2025,1,2,230
2024232016,52608,2025,1,3,230
2024232017,52608,2025,1,4,230
2024232019,52606,2025,1,1,230
2024231995,48686,2025,1,1,230
2024231997,48688,2025,1,1,230
2024231991,48922,2025,1,1,230
2024232031,52599,2025,1,3,230
2023149318,40545,2023,1,2,102
2023129598,40545,2023,1,3,102
2023166056,40545,2023,1,24,102
2023131174,40546,2023,1,10,102
2024232022,52599,2025,1,1,230
2024232023,52599,2025,1,2,230
2023268983,40132,2023,2,3,102
2024232261,48824,2025,1,1,230
2024232259,48833,2025,1,1,230
2024232157,48829,2025,1,1,230
2024232161,48838,2025,1,1,230
2024232165,54030,2025,1,1,230
2024232207,52607,2025,1,1,230
2024232265,48739,2025,1,1,230
2024199250,47110,2024,1,1,102
2024199252,47110,2024,1,3,102
2024199321,47111,2024,1,1,102
2024199323,47111,2024,1,3,102
2024199324,47119,2024,1,1,102
2024199325,47119,2024,1,2,102
2024199326,47119,2024,1,3,102
2024199327,47107,2024,1,1,102
2024199343,47107,2024,1,2,102
2024199352,47217,2024,1,2,102
2024199353,47217,2024,1,3,102
2024199355,47218,2024,1,2,102
2024199348,47109,2024,1,1,102
2024199344,47107,2024,1,3,102
2024199351,47217,2024,1,1,102
2024199350,47157,2024,1,1,102
2024199322,47111,2024,1,2,102
2024199357,47137,2024,1,1,102
2024199358,47137,2024,1,2,102
2024199359,47137,2024,1,3,102
2024199360,47138,2024,1,1,102
2024199361,47221,2024,1,1,102
2024199362,47140,2024,1,1,102
2024199364,47141,2024,1,1,102
2024199365,47142,2024,1,1,102
2024199368,47156,2024,1,1,102
2024199369,47230,2024,1,1,102
2024199370,47241,2024,1,1,102
2024199371,47143,2024,1,1,102
2024199372,47128,2024,1,1,102
2024199374,47158,2024,1,2,102
2024237113,48736,2025,1,1,230
2024199375,47161,2024,1,1,102
2024199377,47160,2024,1,1,102
2024199378,47160,2024,1,2,102
2024199379,47163,2024,1,1,102
2024199380,47220,2024,1,1,102
2024199381,47168,2024,1,1,102
2024199382,47222,2024,1,1,102
2024199383,47225,2024,1,1,102
2024199385,47227,2024,1,1,102
2024199387,47316,2024,1,1,102
2024199393,47134,2024,1,1,102
2024199394,47134,2024,1,2,102
2024199395,47134,2024,1,3,102
2024199406,47167,2024,1,1,102
2024199409,47130,2024,1,1,102
2024199376,47161,2024,1,2,102
2024199391,47317,2024,1,1,102
2023247486,40136,2023,2,3,102
2023199982,39547,2023,1,1,230
2023103518,39164,2023,1,2,230
2023140593,39181,2023,1,1,230
2023119367,39198,2023,1,1,230
2023179558,39191,2023,1,1,230
2023109715,39177,2023,1,1,230
2023123945,39168,2023,1,1,230
2023119153,39172,2023,1,1,230
2023132301,39174,2023,1,1,230
2023199473,39181,2023,1,2,230
2023140722,39186,2023,1,1,230
2023199356,39648,2023,1,1,230
2023100783,39165,2023,1,1,230
2023164284,39164,2023,1,1,230
2023119254,39173,2023,1,1,230
2023198196,39169,2023,1,1,230
2023146944,39186,2023,1,2,230
2023105339,39171,2023,1,1,230
2022214772,40548,2022,2,2,102
2022255063,40135,2022,2,2,102
2022269464,40267,2022,2,3,102
2022243034,40270,2022,2,2,102
2022263163,39190,2022,2,1,230
2022229830,39166,2022,2,1,230
2022290083,39166,2022,2,2,230
2024233044,47106,2025,1,2,102
2024233045,47106,2025,1,3,102
2024233031,47106,2025,1,1,102
2024233059,47106,2025,1,5,102
2024233055,47106,2025,1,4,102
2024233015,47110,2025,1,3,102
2024233009,47110,2025,1,2,102
2024233247,47119,2025,1,1,102
2024233367,47109,2025,1,1,102
2024233432,47218,2025,1,2,102
2024233435,47137,2025,1,1,102
2024233281,47106,2025,1,33,102
2022265371,40547,2022,2,12,102
2022280757,40547,2022,2,42,102
2022285354,40548,2022,2,14,102
2022209379,40547,2022,2,28,102
2022233437,40547,2022,2,38,102
2022277639,40547,2022,2,37,102
2022206225,40547,2022,2,20,102
2022273008,40547,2022,2,36,102
2022249965,40547,2022,2,43,102
2024233099,47106,2025,1,17,102
2022253012,40547,2022,2,29,102
2022204490,44369,2022,2,1,230
2022299524,40548,2022,2,12,102
2024233377,47157,2025,1,1,102
2024233082,47106,2025,1,9,102
2024233083,47106,2025,1,10,102
2024233084,47106,2025,1,11,102
2024233085,47106,2025,1,12,102
2024233356,47106,2025,1,55,102
2024233357,47106,2025,1,56,102
2024233362,47106,2025,1,57,102
2024233363,47106,2025,1,58,102
2024233364,47106,2025,1,59,102
2024233365,47106,2025,1,60,102
2022203858,40136,2022,2,1,102
2024233103,47106,2025,1,21,102
2024233329,47107,2025,1,1,102
2024233227,47106,2025,1,22,102
2024233228,47106,2025,1,23,102
2024233229,47106,2025,1,24,102
2024233230,47106,2025,1,25,102
2024233211,47111,2025,1,4,102
2024233231,47106,2025,1,26,102
2024233317,47106,2025,1,45,102
2024233334,47106,2025,1,48,102
2024233209,47111,2025,1,2,102
2024216577,53601,2024,2,1,102
2024233210,47111,2025,1,3,102
2024233391,47130,2025,1,1,102
2024233443,47221,2025,1,1,102
2024233272,47106,2025,1,27,102
2024233273,47106,2025,1,28,102
2024233274,47106,2025,1,29,102
2024233275,47106,2025,1,30,102
2024233276,47106,2025,1,31,102
2024233277,47106,2025,1,32,102
2024233301,47106,2025,1,39,102
2024233302,47106,2025,1,40,102
2024233303,47106,2025,1,41,102
2024233491,47106,2025,1,67,102
2024216599,47159,2024,2,3,102
2022218567,40547,2022,2,6,102
2022256220,40548,2022,2,11,102
2024233250,47119,2025,1,2,102
2024233251,47119,2025,1,3,102
2022201527,39545,2022,2,1,230
2022264126,40289,2022,2,2,102
2022239227,40270,2022,2,3,102
2022237484,40276,2022,2,1,102
2022275973,40349,2022,2,1,102
2024233199,47111,2025,1,1,102
2022259595,40547,2022,2,32,102
2022282846,40267,2022,2,2,102
2022235291,40547,2022,2,25,102
2022277644,40547,2022,2,26,102
2024233340,47107,2025,1,2,102
2024233341,47107,2025,1,3,102
2024233375,47314,2025,1,1,102
2024233424,47217,2025,1,2,102
2024233425,47217,2025,1,3,102
2024233289,47106,2025,1,36,102
2024233447,47112,2025,1,1,102
2024233309,47106,2025,1,44,102
2024221810,52608,2024,2,3,230
2024233407,47134,2025,1,1,102
2024233412,47134,2025,1,2,102
2024233413,47134,2025,1,3,102
2024233449,47141,2025,1,1,102
2024233489,47106,2025,1,66,102
2024233417,47217,2025,1,1,102
2024233429,47218,2025,1,1,102
2024233445,47140,2025,1,1,102
2024233101,47106,2025,1,19,102
2024219011,48688,2024,2,1,230
2024233457,47230,2025,1,1,102
2024233438,47137,2025,1,2,102
2024233439,47137,2025,1,3,102
2024233441,47138,2025,1,1,102
2024233461,47143,2025,1,1,102
2024233079,47106,2025,1,6,102
2024233090,47106,2025,1,13,102
2024233091,47106,2025,1,14,102
2024233451,47142,2025,1,1,102
2024233463,47128,2025,1,1,102
2023192984,40545,2023,1,1,102
2024233453,47307,2025,1,1,102
2024233459,47241,2025,1,1,102
2024233474,47106,2025,1,62,102
2024233475,47106,2025,1,63,102
2024233455,47156,2025,1,1,102
2024233473,47106,2025,1,61,102
2023123855,40545,2023,1,21,102
2024233493,47106,2025,1,68,102
2024233080,47106,2025,1,7,102
2024233100,47106,2025,1,18,102
2024233093,47106,2025,1,16,102
2024233102,47106,2025,1,20,102
2023151858,39164,2023,1,4,230
2023130134,39164,2023,1,5,230
2023161734,39170,2023,1,4,230
2023182490,39164,2023,1,3,230
2023128397,39182,2023,1,1,230
2024233307,47106,2025,1,42,102
2024233308,47106,2025,1,43,102
2024233092,47106,2025,1,15,102
2024233623,47575,2025,1,1,102
2023154611,40348,2023,1,2,102
2024233655,47160,2025,1,1,102
2023128979,39190,2023,1,1,230
2023134765,39178,2023,1,1,230
2023143089,40545,2023,1,48,102
2024233683,47173,2025,1,1,102
2023153409,39170,2023,1,2,230
2024233645,47158,2025,1,1,102
2024233648,47158,2025,1,2,102
2024233649,47158,2025,1,3,102
2023175309,40545,2023,1,7,102
2024233651,47161,2025,1,1,102
2024233653,47161,2025,1,2,102
2024233665,47220,2025,1,1,102
2023194681,40545,2023,1,49,102
2023143792,40128,2023,1,2,102
2023131335,45404,2023,1,1,230
